Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,Status
CoAxial Segment,Pacific Ocean,Pacific-NE,46.52,-129.58,-2400,Submarine,Uncertain
Cobb Segment,Pacific Ocean,Pacific-NE,46.88,-129.33,-2100,Submarine volcano,Historical
East Blanco Depression,Pacific Ocean,Pacific-NE,44.267,-129.879,-3000,Submarine,Uncertain
Endeavour Segment,Pacific Ocean,Pacific-NE,47.95,-129.1,-2050,Submarine volcano,Historical
Escanaba Segment,Pacific Ocean,Pacific-NE,40.98,-127.5,-1700,Submarine volcano,Uranium-series
Jackson Segment,Pacific Ocean,Pacific-NE,42.15,-127.05,-3100,Submarine,Uncertain
North Gorda Ridge Segment,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000,Submarine volcano,Historical
Antipodes Island,New Zealand,Pacific-S,-49.683,178.767,402,Pyroclastic cones,Holocene?
Hollister Ridge,Pacific Ocean,Pacific-S,-53.998,-139.845,-1000,Submarine volcano,Uncertain
Udintsev Transform,Pacific Ocean,Pacific-S,-56.153,-143.373,-5700,Submarine volcano,Uncertain
Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000,Submarine volcano,Uncertain
Baru,Panama,Panama,8.808,-82.543,3474,Complex volcano,Historical
"Valle, El",Panama,Panama,8.58,-80.17,1185,Stratovolcano,Holocene?
Andahua-Orcopampa,Peru,Peru,-15.42,-72.33,4713,Lava dome,Holocene
"Auquihuato, Cerro",Peru,Peru,-15.07,-73.18,4980,Stratovolcano,Holocene
"Casiri, Nevados",Peru,Peru,-17.47,-69.813,5650,Stratovolcano,Holocene
"Chachani, Nevado",Peru,Peru,-16.191,-71.53,6057,Stratovolcano,Holocene?
Coropuna,Peru,Peru,-15.52,-72.65,6377,Stratovolcano,Historical
Huambo,Peru,Peru,-15.78,-72.08,4554,Stratovolcano,Holocene
Huaynaputina,Peru,Peru,-16.608,-70.85,4850,Stratovolcano,Historical
"Misti, El",Peru,Peru,-16.294,-71.409,5822,Stratovolcano,Historical
"Nicholson, Cerro",Peru,Peru,-16.261,-71.754,2525,Cinder cone,Holocene
Quimsachata,Peru,Peru,-14.133,-71.364,3848,Stratovolcano,Holocene
Sabancaya,Peru,Peru,-15.787,-71.857,5960,Stratovolcanoes,Historical
Sara Sara,Peru,Peru,-15.33,-73.45,5522,Cinder cone,Holocene
Ticsani,Peru,Peru,-16.755,-70.595,5408,Stratovolcano,Holocene
Tutupaca,Peru,Peru,-17.026,-70.372,5801,Stratovolcano,Historical
Ubinas,Peru,Peru,-16.355,-70.903,5672,Stratovolcano,Historical
Yucamane,Peru,Peru,-17.184,-70.196,5495,Stratovolcano,Historical
Biliran,Philippines,Philippines-C,11.523,124.535,1301,Compound volcano,Historical
Cabalian,Philippines,Philippines-C,10.285,125.218,912,Stratovolcano,Holocene
Cuernos de Negros,Philippines,Philippines-C,9.25,123.17,1862,Stratovolcano,Holocene
Kanlaon,Philippines,Philippines-C,10.412,123.132,2435,Stratovolcano,Historical
Mahagnao,Philippines,Philippines-C,10.882,124.888,860,Stratovolcano,Fumarolic
Mandalagan,Philippines,Philippines-C,10.65,123.25,1885,Stratovolcano,Holocene
Silay,Philippines,Philippines-C,10.77,123.23,1510,Stratovolcano,Holocene
Hanish,Yemen,Red Sea,13.72,42.73,422,Shield volcano,Holocene
"Tair, Jebel at",Yemen,Red Sea,15.55,41.83,244,Stratovolcano,Historical
Zubair Group,Yemen,Red Sea,15.05,42.18,191,Shield volcano,Historical
Zukur,Yemen,Red Sea,14.02,42.75,624,Shield volcano,Holocene
Azas Plateau,Russia,Russia-SE,52.433,98.303,2765,Cinder cone,Holocene
Jom-Bolok,Russia,Russia-SE,52.713,99.021,2047,Cinder cone,Holocene
Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200,Volcanic field,Holocene
Udokan Plateau,Russia,Russia-SE,56.28,117.77,2180,Shield volcano,Radiocarbon
Vitim Volcanic Field,Russia,Russia-SE,53.75,113.25,1250,Cinder cone,Holocene
Elbrus,Russia,Russia-SW,43.351,42.442,5642,Stratovolcano,Tephrochronology
Akusekijima,Japan,Ryukyu Is,29.465,129.594,555,Stratovolcanoes,Holocene?
Io-Torishima,Japan,Ryukyu Is,27.881,128.223,212,Complex volcano,Historical
Kikai,Japan,Ryukyu Is,30.793,130.305,704,Caldera,Historical
Kuchino-shima,Japan,Ryukyu Is,29.97,129.93,627,Stratovolcano,Holocene
Kuchinoerabujima,Japan,Ryukyu Is,30.443,130.217,657,Stratovolcano,Historical
Kuchinoshima,Japan,Ryukyu Is,29.968,129.926,628,Stratovolcanoes,Radiocarbon
Nakanoshima,Japan,Ryukyu Is,29.859,129.857,979,Stratovolcano,Historical
Submarine Volcano NNE of Iriomotejima,Japan,Ryukyu Is,24.57,123.93,-200,Submarine volcano,Historical
Suwanosejima,Japan,Ryukyu Is,29.638,129.714,796,Stratovolcano,Historical
Yokoatejima,Japan,Ryukyu Is,28.797,128.997,495,Stratovolcano,Holocene
Tutuila,American Samoa,Samoa-SW Pacific,-14.295,-170.7,653,Tuff cone,Holocene
Savai'i,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,Historical
Upolu,Samoa,Samoa-SW Pacific,-13.935,-171.72,1100,Shield volcano,Holocene
Ofu-Olosega,United States,Samoa-SW Pacific,-14.175,-169.618,639,Shield volcano,Historical
Ta'u,United States,Samoa-SW Pacific,-14.23,-169.454,931,Shield volcano,Holocene
Vailulu'u,United States,Samoa-SW Pacific,-14.215,-169.058,-592,Submarine volcano,Uncertain
Awu,Indonesia,Sangihe Is-Indonesia,3.689,125.447,1318,Stratovolcano,Historical
Banua Wuhu,Indonesia,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,Historical
Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,Historical
Ruang,Indonesia,Sangihe Is-Indonesia,2.3,125.37,725,Stratovolcano,Historical
Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.386,165.804,796,Stratovolcano,Historical
Hainan Volcanic Field,China,SE Asia,19.905,110.229,196,Pyroclastic cones,Historical
Leizhou Bandao,China,SE Asia,20.83,109.78,259,Volcanic field,Holocene
Lower Chindwin,Myanmar,SE Asia,22.28,95.1,385,Volcanic field,Holocene
Popa,Myanmar,SE Asia,20.92,95.25,1518,Stratovolcano,Anthropology
Singu Plateau,Myanmar,SE Asia,22.7,95.98,507,Fissure vent,Holocene
Bas Dong Nai,Vietnam,SE Asia,10.8,107.2,392,Volcanic field,Holocene
"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,-20,Submarine volcanoes,Historical
Haut Dong Nai,Vietnam,SE Asia,11.6,108.2,1000,Volcanic field,Holocene
Ly Son Group,Vietnam,SE Asia,15.38,109.12,157,Volcanic field,Holocene
Toroeng Prong,Vietnam,SE Asia,14.93,108,800,Cinder cone,Holocene
Veteran,Vietnam,SE Asia,9.83,109.05,-50,Submarine volcano,Fumarolic
Mehetia,France,Society Is-C Pacific,-17.874,-148.068,389,Stratovolcano,Anthropology
Moua Pihaa,France,Society Is-C Pacific,-18.325,-148.525,-312,Submarine volcano,Seismicity
Rocard,France,Society Is-C Pacific,-17.662,-148.586,-2515,Submarine volcano,Seismicity
Teahitia,France,Society Is-C Pacific,-17.564,-148.821,-1743,Submarine volcano,Seismicity
Adams Seamount,Pacific Ocean,Society Is-C Pacific,-25.37,-129.27,-39,Submarine,Uncertain
Coleman Seamount,Solomon Is.,Solomon Is-SW Pacifi,-8.841,157.16,-717,Submarine volcano,Holocene
Gallego,Solomon Is.,Solomon Is-SW Pacifi,-9.35,159.73,1000,Volcanic field,Holocene
Kana Keoki,Solomon Is.,Solomon Is-SW Pacifi,-8.75,157.03,-700,Submarine volcano,Holocene
Kavachi,Solomon Is.,Solomon Is-SW Pacifi,-8.991,157.979,-20,Submarine volcano,Historical
Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,485,Stratovolcano,Historical
Simbo,Solomon Is.,Solomon Is-SW Pacifi,-8.292,156.52,335,Stratovolcano,Uncertain
Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240,Submarine volcanoes,Holocene
Calatrava Volcanic Field,Spain,Spain,38.87,-4.02,1117,Pyroclastic cones,Radiocarbon
Olot Volcanic Field,Spain,Spain,42.17,2.53,893,Pyroclastic cone,Holocene
Ambang,Indonesia,Sulawesi-Indonesia,0.75,124.42,1795,Complex volcano,Historical
Colo,Indonesia,Sulawesi-Indonesia,-0.162,121.601,404,Stratovolcano,Historical
Klabat,Indonesia,Sulawesi-Indonesia,1.454,125.031,1968,Stratovolcano,Fumarolic
Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.358,124.792,1580,Stratovolcano,Historical
Mahawu,Indonesia,Sulawesi-Indonesia,1.352,124.865,1299,Stratovolcano,Historical
Riendengan-Sempu,Indonesia,Sulawesi-Indonesia,1.13,124.758,1549,Caldera,Fumarolic
Soputan,Indonesia,Sulawesi-Indonesia,1.112,124.737,1785,Stratovolcano,Historical
Tangkoko-Duasudara,Indonesia,Sulawesi-Indonesia,1.518,125.185,1334,Stratovolcano,Historical
Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202,Caldera,Fumarolic
Bud Dajo,Philippines,Sulu Is-Philippines,5.95,121.07,440,Pyroclastic cone,Historical
Besar,Indonesia,Sumatra,-4.43,103.67,1899,Stratovolcano,Historical
"Daun, Bukit",Indonesia,Sumatra,-3.38,102.37,2467,Stratovolcano,Fumarolic
Dempo,Indonesia,Sumatra,-4.016,103.121,3142,Stratovolcano,Historical
Hulubelu,Indonesia,Sumatra,-5.334,104.59,849,Caldera,Fumarolic
Hululais,Indonesia,Sumatra,-3.247,102.239,2122,Compound volcano,Fumarolic
Hutapanjang,Indonesia,Sumatra,-2.33,101.6,2021,Stratovolcano,Holocene
Hutapanjang,Indonesia,Sumatra,-2.333,101.6,2021,Stratovolcano,Holocene
Imun,Indonesia,Sumatra,2.15,98.93,1505,Unknown,Holocene
Kaba,Indonesia,Sumatra,-3.522,102.615,1940,Stratovolcano,Historical
Kerinci,Indonesia,Sumatra,-1.697,101.264,3800,Stratovolcano,Historical
Lubukraya,Indonesia,Sumatra,1.478,99.209,1862,Stratovolcano,Holocene
"Lumut Balai, Bukit",Indonesia,Sumatra,-4.22,103.62,2055,Stratovolcano,Fumarolic
Malintang,Indonesia,Sumatra,0.47,99.67,1983,Stratovolcano,Holocene
Marapi,Indonesia,Sumatra,-0.38,100.474,2885,Complex volcano,Historical
Patah,Indonesia,Sumatra,-4.257,103.306,2836,Unknown,Uncertain
Peuet Sague,Indonesia,Sumatra,4.903,96.289,2785,Complex volcano,Historical
Rajabasa,Indonesia,Sumatra,-5.78,105.625,1281,Stratovolcano,Fumarolic
Ranau,Indonesia,Sumatra,-4.871,103.925,1854,Caldera,Holocene
Sarik-Gajah,Indonesia,Sumatra,0.074,100.189,737,Pyroclastic cone,Holocene
Sekincau Belirang,Indonesia,Sumatra,-5.107,104.317,1717,Caldera,Fumarolic
Seulawah Agam,Indonesia,Sumatra,5.448,95.658,1810,Stratovolcano,Historical
Sibualbuali,Indonesia,Sumatra,1.556,99.255,1819,Stratovolcano,Holocene
Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,Holocene
Singkut,Indonesia,Sumatra,3.248,98.501,2181,Stratovolcano,Historical
Sorikmarapi,Indonesia,Sumatra,0.686,99.539,2145,Stratovolcano,Historical
Sumbing,Indonesia,Sumatra,-2.414,101.728,2507,Stratovolcano,Historical
Suoh,Indonesia,Sumatra,-5.25,104.27,1000,Maar,Historical
Talakmau,Indonesia,Sumatra,0.079,99.98,2919,Complex volcano,Holocene
Talang,Indonesia,Sumatra,-0.979,100.681,2575,Stratovolcano,Historical
Tandikat-Singgalang,Indonesia,Sumatra,-0.39,100.331,2854,Stratovolcano,Historical
"Telong, Bur ni",Indonesia,Sumatra,4.769,96.821,2617,Stratovolcano,Historical
Toba,Indonesia,Sumatra,2.58,98.83,2157,Caldera,Holocene
Eastern Gemini Seamount,Pacific Ocean,SW Pacific,-20.98,170.28,-80,Submarine volcano,Historical
Hunter Island,Pacific Ocean,SW Pacific,-22.4,172.05,297,Stratovolcano,Historical
Matthew Island,Pacific Ocean,SW Pacific,-22.33,171.32,177,Stratovolcano,Historical
Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,143,Shield volcano,Holocene
Es Safa,Syria,Syria,33.08,37.15,979,Volcanic field,Historical
Sharat Kovakab,Syria,Syria,36.536,40.858,516,Volcanic field,Holocene
Tatun Volcanic Group,China,Taiwan,25.178,121.553,1120,Stratovolcano,Pleistocene-Fumarol
Kueishantao,Taiwan,Taiwan,24.841,121.953,361,Stratovolcano,Pleistocene-Fumarol
Zengyu,Taiwan,Taiwan-N of,26.18,122.458,-418,Submarine volcano,Historical
Curacoa,Tonga,Tonga-SW Pacific,-15.62,-173.67,-33,Submarine volcano,Historical
Dugong,Tonga,Tonga-SW Pacific,-15.431,-175.725,-1170,Submarine,Uncertain
Fonuafo'ou,Tonga,Tonga-SW Pacific,-20.32,-175.42,-17,Submarine volcano,Historical
Fonualei,Tonga,Tonga-SW Pacific,-18.023,-174.317,188,Stratovolcano,Historical
Home Reef,Tonga,Tonga-SW Pacific,-18.992,-174.775,-10,Submarine volcano,Historical
Hunga Tonga-Hunga Ha'apai,Tonga,Tonga-SW Pacific,-20.536,-175.382,114,Submarine volcano,Historical
Kao,Tonga,Tonga-SW Pacific,-19.668,-175.016,1009,Stratovolcano,Holocene
Late,Tonga,Tonga-SW Pacific,-18.806,-174.65,540,Stratovolcano,Historical
Lateiki,Tonga,Tonga-SW Pacific,-19.18,-174.87,43,Submarine volcano,Historical
Lobster,Tonga,Tonga-SW Pacific,-15.333,-176.283,-1500,Submarine,Uncertain
Niuafo'ou,Tonga,Tonga-SW Pacific,-15.6,-175.63,260,Shield volcano,Historical
Niuatahi,Tonga,Tonga-SW Pacific,-15.379,-174.003,-1270,Caldera,Uncertain
Tafahi,Tonga,Tonga-SW Pacific,-15.85,-173.72,560,Submarine volcano,Historical
Tafu-Maka,Tonga,Tonga-SW Pacific,-15.37,-174.23,-1400,Submarine volcano,Historical
Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,515,Caldera,Historical
West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,-1174,Submarine volcano,Historical
Piparo,Trinidad,Trinidad,10,-61,140,Mud volcano,Historical
Acigol-Nevsehir,Turkey,Turkey,38.537,34.621,1683,Maar,Holocene
Ararat,Turkey,Turkey,39.7,44.3,5165,Stratovolcano,Holocene
Erciyes Dagi,Turkey,Turkey,38.531,35.447,3864,Stratovolcano,Holocene
Gollu Dag,Turkey,Turkey,38.25,34.57,2143,Lava dome,Holocene
Hasan Dagi,Turkey,Turkey,38.13,34.17,3253,Stratovolcano,Holocene
Karaca Dag,Turkey,Turkey,37.67,39.83,1957,Shield volcano,Holocene
Karapinar Field,Turkey,Turkey,37.667,33.6,1302,Cinder cone,Holocene
Kars Plateau,Turkey,Turkey,40.75,42.9,3000,Volcanic field,Holocene
Kula,Turkey,Turkey,38.58,28.52,750,Cinder cone,Holocene
Nemrut Dagi,Turkey,Turkey,38.654,42.229,2948,Stratovolcano,Historical
Suphan Dagi,Turkey,Turkey,38.92,42.82,4434,Stratovolcano,Holocene
Tenduruk Dagi,Turkey,Turkey,39.356,43.874,3514,Shield volcano,Holocene
San Francisco Volcanic Field,United States,US-Arizona,35.347,-111.678,3850,Cinder cone,Dendrochronology
Uinkaret Field,United States,US-Arizona,36.38,-113.13,1555,Volcanic field,Holocene
Big Cave,United States,US-California,40.955,-121.365,1259,Shield volcano,Holocene
Brushy Butte,United States,US-California,41.178,-121.443,1174,Shield volcano,Holocene
Clear Lake,United States,US-California,38.97,-122.77,1439,Volcanic field,Holocene
Coso Volc Field,United States,US-California,36.03,-117.82,2400,Lava dome,Holocene
Eagle Lake Field,United States,US-California,40.63,-120.83,1652,Fissure vent,Holocene
Golden Trout Creek,United States,US-California,36.358,-118.32,2886,Volcanic field,Tephrochronology
Inyo Craters,United States,US-California,37.692,-119.02,2629,Lava dome,Radiocarbon
Lassen Volcanic Center,United States,US-California,40.492,-121.508,3187,Stratovolcano,Historical
Lavic Lake,United States,US-California,34.75,-116.625,1495,Volcanic field,Holocene
Mammoth Mountain,United States,US-California,37.631,-119.032,3369,Cinder cone,Holocene
Medicine Lake,United States,US-California,41.611,-121.554,2412,Shield volcano,Radiocarbon
Mono Lake Volcanic Field,United States,US-California,38,-119.03,2121,Cinder cone,Tephrochronology
Mono-Inyo Craters,United States,US-California,37.804,-119.029,2796,Lava dome,Radiocarbon
Salton Buttes,United States,US-California,33.197,-115.616,-40,Cinder cone,Holocene
Shasta,United States,US-California,41.409,-122.193,4317,Stratovolcano,Historical
Tumble Buttes,United States,US-California,40.68,-121.55,2191,Cinder cone,Holocene
Twin Buttes,United States,US-California,40.78,-121.6,1631,Cinder cone,Holocene
Ubehebe Craters,United States,US-California,37.02,-117.45,752,Maar,Holocene
Dotsero,United States,US-Colorado,39.661,-107.035,2230,Maar,Radiocarbon
Black Butte Crater Lava Field,United States,US-Idaho,43.183,-114.352,1478,Cinder cone,Holocene
Craters of the Moon,United States,US-Idaho,43.42,-113.5,2005,Cinder cone,Radiocarbon
Hell's Half Acre,United States,US-Idaho,43.5,-112.45,1631,Shield volcano,Radiocarbon
Wapi Lava Field,United States,US-Idaho,42.88,-113.22,1604,Shield volcano,Radiocarbon
Soda Lakes,United States,US-Nevada,39.53,-118.87,1251,Lava dome,Pleistocene-Fumarol
Carrizozo,United States,US-New Mexico,33.78,-105.93,1731,Cinder cone,Holocene
Red Hill,United States,US-New Mexico,34.25,-108.83,2300,Volcanic field,
Zuni-Bandera,United States,US-New Mexico,34.8,-108,2550,Volcanic field,Anthropology
Bachelor,United States,US-Oregon,43.979,-121.688,2763,Stratovolcano,Tephrochronology
Belknap,United States,US-Oregon,44.285,-121.841,2095,Shield volcano,Radiocarbon
Blue Lake Crater,United States,US-Oregon,44.411,-121.774,1230,Maar,Radiocarbon
Cinnamon Butte,United States,US-Oregon,43.241,-122.108,1956,Cinder cone,Holocene
Crater Lake,United States,US-Oregon,42.93,-122.12,2487,Caldera,Radiocarbon
Davis Lake,United States,US-Oregon,43.57,-121.82,2163,Volcanic field,Radiocarbon
Devils Garden,United States,US-Oregon,43.512,-120.861,1698,Volcanic field,Holocene
Diamond Craters,United States,US-Oregon,43.1,-118.75,1435,Volcanic field,Holocene
Four Craters Lava Field,United States,US-Oregon,43.361,-120.669,1501,Volcanic field,Holocene
Hood,United States,US-Oregon,45.374,-121.695,3426,Stratovolcano,Historical
Jefferson,United States,US-Oregon,44.674,-121.8,3199,Stratovolcano,Varve Count
Jordan Craters,United States,US-Oregon,43.147,-117.46,1473,Volcanic field,Holocene
Newberry,United States,US-Oregon,43.722,-121.229,2434,Shield volcano,Radiocarbon
Sand Mountain Field,United States,US-Oregon,44.38,-121.93,1664,Cinder cone,Radiocarbon
South Sister,United States,US-Oregon,44.1,-121.77,3157,Complex volcano,Radiocarbon
Squaw Ridge Field,United States,US-Oregon,43.472,-120.754,1711,Volcanic field,Holocene
Three Sisters,United States,US-Oregon,44.133,-121.767,3159,Complex volcano,Radiocarbon
Bald Knoll,United States,US-Utah,37.328,-112.408,2135,Cinder cone,Holocene
Black Rock Desert,United States,US-Utah,38.97,-112.5,1800,Volcanic field,Radiocarbon
Markagunt Plateau,United States,US-Utah,37.58,-112.67,2840,Volcanic field,Dendrochronology
Santa Clara,United States,US-Utah,37.257,-113.625,1465,Volcanic field,Holocene
Adams,United States,US-Washington,46.206,-121.49,3742,Stratovolcano,Tephrochronology
Baker,United States,US-Washington,48.777,-121.813,3285,Stratovolcano,Historical
Glacier Peak,United States,US-Washington,48.112,-121.113,3213,Stratovolcano,Tephrochronology
Indian Heaven,United States,US-Washington,45.93,-121.82,1806,Shield volcano,Radiocarbon
Rainier,United States,US-Washington,46.853,-121.76,4392,Stratovolcano,Dendrochronology
St. Helens,United States,US-Washington,46.2,-122.18,2549,Stratovolcano,Historical
West Crater,United States,US-Washington,45.88,-122.08,1329,Volcanic field,Radiocarbon
Yellowstone,United States,US-Wyoming,44.43,-110.67,2805,Caldera,Tephrochronology
Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,Historical
Ambrym,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,Historical
Aneityum,Vanuatu,Vanuatu-SW Pacific,-20.2,169.78,852,Stratovolcano,Holocene
Epi,Vanuatu,Vanuatu-SW Pacific,-16.68,168.37,833,Stratovolcano,Historical
Gaua,Vanuatu,Vanuatu-SW Pacific,-14.281,167.514,729,Stratovolcano,Historical
Kuwae,Vanuatu,Vanuatu-SW Pacific,-16.829,168.536,-2,Caldera,Historical
Lopevi,Vanuatu,Vanuatu-SW Pacific,-16.507,168.346,1413,Stratovolcano,Historical
Mere Lava,Vanuatu,Vanuatu-SW Pacific,-14.45,168.05,1028,Stratovolcano,Holocene
Motlav,Vanuatu,Vanuatu-SW Pacific,-13.67,167.67,411,Stratovolcano,Holocene
NE Shepherd Islands,Vanuatu,Vanuatu-SW Pacific,-16.992,168.592,216,Stratovolcano,Holocene
North Vate,Vanuatu,Vanuatu-SW Pacific,-17.47,168.353,594,Stratovolcano,Holocene
Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,921,Complex volcano,Historical
Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.754,169.238,817,Stratovolcano,Historical
Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,Historical
Daikoku,Japan,Volcano Is-Japan,21.324,144.194,-323,Submarine volcano,Fumarolic
Fukujin,Japan,Volcano Is-Japan,21.93,143.47,-217,Submarine volcano,Historical
Fukutoku-Oka-no-Ba,Japan,Volcano Is-Japan,24.285,141.481,-29,Submarine volcano,Historical
Ioto,Japan,Volcano Is-Japan,24.751,141.289,169,Caldera,Historical
Kaikata Seamount,Japan,Volcano Is-Japan,26.667,140.929,-165,Submarine volcano,Fumarolic
Kaitoku Seamount,Japan,Volcano Is-Japan,26.127,141.102,-95,Submarine volcano,Historical
Kasuga 1,Japan,Volcano Is-Japan,21.765,143.71,-598,Submarine volcano,Uncertain
Kita-Fukutokutai,Japan,Volcano Is-Japan,24.417,141.417,-73,Submarine volcano,Holocene
Kita-Ioto,Japan,Volcano Is-Japan,25.424,141.284,792,Stratovolcano,Historical
Minami-Hiyoshi,Japan,Volcano Is-Japan,23.5,141.935,-107,Submarine volcano,Historical
Nikko,Japan,Volcano Is-Japan,23.078,142.326,-392,Submarine volcano,Uncertain
Nishinoshima,Japan,Volcano Is-Japan,27.247,140.874,25,Caldera,Historical
Suiyo Seamount,Japan,Volcano Is-Japan,28.575,140.633,-991,Submarine volcano,Uncertain
"Diables, Morne aux",Dominica,W Indies,15.612,-61.43,861,Stratovolcano,Fumarolic
"Diablotins, Morne",Dominica,W Indies,15.503,-61.397,1430,Stratovolcano,Holocene
"Plat Pays, Morne",Dominica,W Indies,15.255,-61.341,940,Stratovolcano,Radiocarbon
"Trois Pitons, Morne",Dominica,W Indies,15.37,-61.33,1387,Lava dome,Historical
"Watt, Morne",Dominica,W Indies,15.307,-61.305,1224,Stratovolcanoes,Historical
St. Catherine,Grenada,W Indies,12.15,-61.67,840,Stratovolcano,Holocene
Soufriere Guadeloupe,Guadeloupe,W Indies,16.044,-61.664,1467,Stratovolcano,Historical
Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,Historical
Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,Historical
Kick 'em Jenny,Netherlands,W Indies,12.3,-61.64,-185,Submarine volcano,Historical
Nevis Peak,Netherlands,W Indies,17.15,-62.58,985,Stratovolcano,Holocene
"Quill, The",Netherlands,W Indies,17.478,-62.96,601,Stratovolcano,Radiocarbon
Saba,Netherlands,W Indies,17.63,-63.23,887,Stratovolcano,Historical
Liamuiga,St. Kitts & Nevis,W Indies,17.37,-62.8,1156,Stratovolcano,Radiocarbon
Qualibou,St. Lucia,W Indies,13.83,-61.05,777,Caldera,Historical
Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,1220,Stratovolcano,Historical
